"Individual","full_path","haplogroup"
"NA12546","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12716","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12717","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12718","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"NA12748","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12749","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12750","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> T","T"
"NA12751","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"NA12760","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12761","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"NA12762","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12763","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> T","T"
"NA12775","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> W","W"
"NA12776","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"NA12777","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12778","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12812","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12813","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"NA12814","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"NA12815","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12827","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12828","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12829","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12830","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12842","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12843","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"NA12872","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV","HV"
"NA12873","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12874","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT","JT"
"NA12878","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12889","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12890","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA18486","L1 -> L1b","L1b"
"NA18488","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"NA18489","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"NA18498","L1 -> L1b","L1b"
"NA18499","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"NA18501","L1 -> L1b","L1b"
"NA18502","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"NA18504","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"NA18505","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"NA18507","L1 -> L1b","L1b"
"NA18508","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"NA18510","L0","L0"
"NA18511","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"NA18516","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"NA18517","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"NA18519","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"NA18520","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"NA18522","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"NA18523","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"NA18525","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18526","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18528","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18530","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D","D"
"NA18531","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D","D"
"NA18532","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA18533","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D","D"
"NA18534","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18535","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA18536","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18537","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18538","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18539","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U -> U8b -> K","K"
"NA18541","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18542","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"NA18543","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18544","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e","B4b'd'e"
"NA18545","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18546","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18547","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"NA18548","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"NA18549","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18550","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18552","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18553","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N","N"
"NA18555","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"NA18557","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA18558","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D","D"
"NA18559","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18560","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18561","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV","HV"
"NA18562","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA18563","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N","N"
"NA18564","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"NA18565","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA18566","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"NA18567","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18570","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18571","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18572","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A","A"
"NA18573","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D","D"
"NA18574","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18577","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18579","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A","A"
"NA18582","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18591","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA18592","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18593","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18595","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D","D"
"NA18596","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18597","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA18599","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D","D"
"NA18602","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18603","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18605","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D","D"
"NA18606","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18608","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18609","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18610","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18611","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A","A"
"NA18612","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N","N"
"NA18613","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N","N"
"NA18614","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18615","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A","A"
"NA18616","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e","B4b'd'e"
"NA18617","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18618","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18619","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e","B4b'd'e"
"NA18620","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18621","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A","A"
"NA18622","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18623","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D","D"
"NA18624","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18625","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA18626","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18627","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e","B4b'd'e"
"NA18628","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N","N"
"NA18629","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18630","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D","D"
"NA18631","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"NA18632","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A","A"
"NA18633","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA18634","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18635","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18636","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18637","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18638","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18639","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18640","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D","D"
"NA18641","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18642","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A","A"
"NA18643","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"NA18644","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18645","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18646","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18647","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA18648","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA18740","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N","N"
"NA18745","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18747","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N","N"
"NA18748","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N","N"
"NA18749","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18757","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D","D"
"NA18853","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"NA18856","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"NA18858","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"NA18861","L0","L0"
"NA18864","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"NA18865","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"NA18867","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"NA18868","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"NA18870","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"NA18871","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"NA18873","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"NA18874","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"NA18876","L0","L0"
"NA18877","L0","L0"
"NA18878","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"NA18879","L2'3'4'5'6 -> L2'3'4'6 -> L3'4","L3'4"
"NA18881","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"NA18907","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"NA18908","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"NA18909","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"NA18910","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"NA18912","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"NA18915","L1","L1"
"NA18916","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"NA18917","L1 -> L1b","L1b"
"NA18923","L1 -> L1b","L1b"
"NA18924","L1 -> L1b","L1b"
"NA18933","L1 -> L1b","L1b"
"NA18934","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"NA18939","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A","A"
"NA18940","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18941","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18942","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18943","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18944","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA18945","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA18946","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA18947","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18948","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18949","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e","B4b'd'e"
"NA18950","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18951","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA18952","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18953","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18954","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18956","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18957","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA18959","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA18960","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N","N"
"NA18961","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"NA18962","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18963","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18964","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A","A"
"NA18965","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18966","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA18967","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA18968","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA18969","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18970","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18971","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"NA18972","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA18973","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N","N"
"NA18974","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"NA18975","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18976","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N","N"
"NA18977","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA18978","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA18979","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A","A"
"NA18980","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA18981","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA18982","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA18983","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA18984","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e","B4b'd'e"
"NA18985","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"NA18986","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A","A"
"NA18987","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA18988","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N","N"
"NA18989","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"NA18990","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18991","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N","N"
"NA18992","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA18993","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA18994","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA18995","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA18997","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A","A"
"NA18998","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA18999","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA19000","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA19001","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA19002","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D","D"
"NA19003","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA19004","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA19005","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA19006","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D","D"
"NA19007","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA19009","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"NA19010","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA19011","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA19012","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N","N"
"NA19017","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"NA19019","L2'3'4'5'6","L2'3'4'5'6"
"NA19020","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"NA19023","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"NA19024","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"NA19025","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA19026","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"NA19027","L0","L0"
"NA19028","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"NA19030","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"NA19031","L0","L0"
"NA19035","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N","N"
"NA19036","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"NA19037","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"NA19038","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"NA19041","L1 -> L1b","L1b"
"NA19042","L0","L0"
"NA19043","L2'3'4'5'6","L2'3'4'5'6"
"NA19054","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D","D"
"NA19055","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N","N"
"NA19056","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA19057","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA19058","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA19059","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA19060","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA19062","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA19063","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA19064","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA19065","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"NA19066","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA19067","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA19068","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA19070","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA19072","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA19074","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D","D"
"NA19075","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"NA19076","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"NA19077","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e","B4b'd'e"
"NA19078","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"NA19079","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N","N"
