"Individual","full_path","haplogroup"
"HG00653","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG00654","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG00656","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A","A"
"HG00657","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D","D"
"HG00662","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"HG00663","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG00671","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"HG00672","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG00674","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG00675","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG00683","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG00684","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D","D"
"HG00689","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG00690","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG00692","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG00693","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"HG00698","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"HG00699","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"HG00701","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG00702","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D","D"
"HG00704","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG00705","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG00707","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG00708","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG00717","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG00728","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG00729","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG00731","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG00732","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG00733","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG00734","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG00736","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG00737","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG00739","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG00740","L1 -> L1b","L1b"
"HG00742","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG00743","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG00759","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG00766","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"HG00844","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG00851","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"HG00864","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG00867","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG00879","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG00881","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"HG00956","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG00978","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG00982","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01028","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG01029","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG01031","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01046","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG01047","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01048","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01049","L0","L0"
"HG01051","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U -> U8b -> K -> K1","K1"
"HG01052","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> J","J"
"HG01054","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01055","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG01058","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01060","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01061","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01063","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG01064","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01066","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01067","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01069","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01070","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01072","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01073","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG01075","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> J","J"
"HG01077","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01079","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01080","L1","L1"
"HG01082","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01083","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01085","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01086","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01088","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01089","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01092","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01094","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG01095","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG01097","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01098","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> J","J"
"HG01101","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01102","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01104","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01105","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01107","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01108","L0","L0"
"HG01110","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01111","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> J","J"
"HG01112","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01113","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01119","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01121","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01122","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01124","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"HG01125","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01130","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01131","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01133","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01134","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01136","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01137","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01139","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01140","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01142","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01148","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01149","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01161","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01162","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01164","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01167","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01168","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG01170","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG01171","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01173","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01174","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01176","L1 -> L1b","L1b"
"HG01177","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01182","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01183","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01187","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01188","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG01190","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01191","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01197","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG01198","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01200","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01204","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01205","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG01241","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG01242","L1 -> L1b","L1b"
"HG01247","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG01248","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01250","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01251","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01253","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01254","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG01256","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01257","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01259","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01260","L0","L0"
"HG01269","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01271","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01272","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG01275","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01277","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01280","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01281","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01284","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01286","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG01302","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> J","J"
"HG01303","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01305","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01308","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> J","J"
"HG01311","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01312","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01323","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG01325","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01326","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG01334","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U -> U8b -> K -> K1","K1"
"HG01341","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01342","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01344","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01345","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01348","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01350","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01351","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01353","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01354","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01356","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01357","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01359","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01360","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01362","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG01363","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG01365","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG01366","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01369","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01372","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01374","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01375","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01377","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG01378","L1","L1"
"HG01383","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01384","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01389","L1","L1"
"HG01390","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01392","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01393","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01395","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01396","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01398","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01402","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01403","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG01405","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> T","T"
"HG01412","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01413","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01414","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG01431","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01432","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01435","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01437","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01438","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> T","T"
"HG01440","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01441","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4 -> D1","D1"
"HG01443","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01444","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01447","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01455","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01456","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG01459","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01461","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01462","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01464","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG01465","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01468","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01474","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01479","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01485","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> T","T"
"HG01486","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01488","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01489","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01491","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01492","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01494","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01495","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01497","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG01498","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01500","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01501","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01503","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01504","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01506","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01507","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01509","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01510","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01512","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> J","J"
"HG01513","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01515","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01516","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01518","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> J","J"
"HG01519","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01521","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01522","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01524","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG01525","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01527","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> N1a1 -> N1a1b -> I","I"
"HG01528","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01530","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG01531","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N","N"
"HG01536","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U -> U8b -> K -> K1","K1"
"HG01537","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U -> U8b -> K -> K1","K1"
"HG01550","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01551","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG01556","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01565","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01566","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01571","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01572","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
